Hours Studied;Previous Scores;Extracurricular Activities;Sleep Hours;Sample Question Papers Practiced;Performance Index
2;42;Yes;6;8;15.00
8;69;Yes;5;5;62.00.00
4;71;Yes;8;2;55.00.00
9;62;Yes;5;6;59.00.00
7;41;No;7;5;32.00.00
2;46;Yes;7;7;21.00
4;73;No;7;4;56.00.00
5;71;No;7;5;55.00.00
3;92;No;8;0;74.00.00
9;78;Yes;6;7;74.00.00
5;71;No;8;0;56.00.00
2;82;No;9;2;58.00.00
3;82;No;8;1;64.00.00
9;53;Yes;5;5;49.00.00
7;42;No;6;7;31.00.00
2;85;Yes;4;7;64.00.00
9;71;No;4;6;63.00.00
4;82;No;6;6;66.00.00
9;75;Yes;4;7;73.00.00
2;56;Yes;6;4;38.00.00
4;87;No;5;2;70.00.00
5;42;Yes;5;1;27.00.00
2;96;No;8;2;72.00.00
1;49;No;4;2;21.00
7;92;Yes;6;6;85.00.00
1;86;Yes;5;0;62.00.00
8;79;Yes;8;6;73.00.00
3;57;No;4;5;32.00.00
6;42;No;4;9;30.00.00
7;78;No;4;1;64.00.00
1;49;Yes;5;9;25.00.00
6;91;Yes;5;0;82.00.00
7;48;Yes;4;8;41.00.00
6;85;No;5;1;71.00.00
4;94;Yes;4;3;79.00.00
1;85;Yes;7;8;59.00.00
9;50;No;5;8;45.00.00
4;99;Yes;6;0;84.00.00
7;72;Yes;5;1;62.00.00
7;75;No;4;1;65.00.00
2;65;No;6;1;43.00.00
1;66;No;8;7;39.00.00
8;77;No;6;7;70.00.00
8;61;No;6;9;54.00.00
7;65;No;5;7;55.00.00
8;61;Yes;9;3;55.00.00
3;44;Yes;6;7;25.00.00
2;74;No;6;6;52.00.00
7;41;No;4;7;31.00.00
8;74;Yes;5;0;68.00.00
1;48;No;4;2;19.00
9;90;No;5;9;87.00.00
4;90;Yes;8;5;71.00.00
4;88;Yes;9;0;74.00.00
3;57;No;6;3;35.00.00
6;82;No;5;8;69.00.00
1;51;Yes;6;6;24.00.00
6;42;No;6;0;29.00.00
2;57;Yes;7;5;34.00.00
9;95;Yes;4;5;93.00.00
2;77;No;9;1;52.00.00
7;46;Yes;5;5;37.00.00
1;72;Yes;8;9;49.00.00
7;45;Yes;9;1;38.00.00
5;57;No;7;7;44.00.00
8;84;No;4;6;75.00.00
4;61;No;8;5;44.00.00
7;90;Yes;8;9;84.00.00
6;78;Yes;6;5;65.00.00
5;90;No;4;8;75.00.00
4;48;Yes;7;8;29.00.00
7;74;Yes;5;9;67.00.00
5;62;No;5;9;50.00.00
5;51;Yes;7;1;38.00.00
1;91;Yes;6;2;66.00.00
2;63;Yes;6;9;42.00.00
5;89;Yes;8;6;76.00.00
3;79;Yes;4;9;64.00.00
2;48;Yes;8;8;26.00.00
4;52;No;5;5;31.00.00
4;79;No;7;0;63.00.00
4;93;Yes;4;6;77.00.00
4;81;No;7;0;61.00.00
3;56;No;4;4;33.00.00
7;46;No;9;8;39.00.00
9;56;Yes;5;9;52.00.00
5;94;No;5;9;82.00.00
4;89;Yes;9;8;73.00.00
2;63;No;4;0;37.00.00
2;41;No;6;5;16.00
5;74;Yes;4;2;59.00.00
7;67;No;5;8;59.00.00
9;58;Yes;7;2;56.00.00
7;72;No;8;1;59.00.00
5;60;No;7;7;46.00.00
6;92;No;5;2;80.00.00
3;49;No;7;4;30.00.00
5;92;Yes;6;5;78.00.00
8;85;Yes;6;9;81.00.00
1;84;No;4;9;57.00.00
1;48;Yes;7;0;24.00.00
7;77;No;7;6;66.00.00
5;45;Yes;5;6;31.00.00
5;90;Yes;4;4;73.00.00
1;92;Yes;4;8;66.00.00
9;81;No;7;1;78.00.00
1;94;Yes;8;4;66.00.00
5;74;Yes;7;1;57.00.00
9;57;No;7;1;50.00.00
4;92;No;7;8;77.00.00
8;58;No;6;6;54.00.00
6;44;Yes;9;3;30.00.00
3;64;Yes;4;7;43.00.00
4;50;Yes;9;3;34.00.00
2;49;Yes;6;0;26.00.00
1;56;Yes;8;9;36.00.00
8;75;Yes;5;2;69.00.00
1;65;No;8;9;39.00.00
1;70;Yes;4;0;44.00.00
4;71;Yes;5;1;56.00.00
6;60;Yes;9;1;47.00.00
9;57;No;8;6;56.00.00
1;99;Yes;4;3;73.00.00
7;57;No;8;9;48.00.00
5;40;Yes;5;8;24.00.00
8;53;No;5;1;49.00.00
7;47;No;8;8;41.00.00
4;41;No;6;5;24.00.00
4;90;Yes;8;9;72.00.00
6;54;No;9;7;45.00.00
6;99;Yes;8;6;92.00.00
9;73;No;8;7;68.00.00
5;75;Yes;6;8;62.00.00
8;40;No;7;7;36.00.00
5;90;No;5;5;77.00.00
2;60;Yes;9;7;40.00.00
6;81;No;4;7;69.00.00
9;40;Yes;5;1;38.00.00
3;71;No;5;1;50.00.00
1;59;No;7;0;33.00.00
1;93;Yes;5;9;69.00.00
3;86;Yes;5;1;63.00.00
5;75;Yes;6;6;59.00.00
3;78;No;6;2;54.00.00
9;69;Yes;6;3;65.00.00
8;46;Yes;6;3;41.00.00
3;61;No;6;3;41.00.00
9;96;Yes;9;1;94.00.00
6;89;Yes;4;5;80.00.00
7;84;No;7;0;74.00.00
4;49;No;8;4;33.00.00
4;95;No;9;1;78.00.00
2;47;No;6;8;21.00
5;66;No;7;1;49.00.00
8;49;Yes;8;5;43.00.00
7;53;No;5;3;40.00.00
7;85;No;9;5;77.00.00
6;98;No;5;1;84.00.00
3;91;Yes;7;1;74.00.00
5;93;Yes;4;6;78.00.00
1;50;Yes;4;2;21.00
7;45;Yes;7;2;34.00.00
9;60;No;4;6;54.00.00
1;72;No;4;7;47.00.00
2;58;No;5;6;36.00.00
3;78;Yes;4;2;53.00.00
3;63;No;4;2;45.00.00
8;57;Yes;7;6;52.00.00
7;74;Yes;4;2;66.00.00
6;91;Yes;9;1;79.00.00
4;82;No;6;6;63.00.00
9;76;No;6;2;72.00.00
1;58;No;7;4;33.00.00
2;92;No;6;6;70.00.00
4;63;Yes;5;1;47.00.00
3;95;No;9;7;73.00.00
1;73;Yes;9;1;50.00.00
5;61;Yes;7;3;48.00.00
7;43;Yes;4;3;33.00.00
2;96;Yes;6;7;72.00.00
5;49;Yes;5;0;31.00.00
6;41;Yes;7;8;32.00.00
7;47;Yes;7;5;34.00.00
1;72;No;4;3;41.00.00
7;98;No;8;5;91.00.00
4;77;Yes;6;5;61.00.00
8;82;No;5;8;75.00.00
4;98;No;7;3;80.00.00
6;67;No;6;7;57.00.00
9;49;No;5;0;46.00.00
5;84;Yes;9;5;71.00.00
4;40;No;9;4;21.00
8;73;Yes;5;2;69.00.00
9;42;Yes;9;3;37.00.00
4;48;No;7;7;32.00.00
3;44;No;6;9;26.00.00
8;81;Yes;5;1;74.00.00
5;49;Yes;7;7;34.00.00
2;51;No;6;6;24.00.00
9;57;No;6;0;53.00.00
3;97;Yes;7;1;74.00.00
2;60;No;6;6;37.00.00
1;60;Yes;8;2;31.00.00
8;40;Yes;5;1;29.00.00
3;42;Yes;5;0;21.00
7;44;Yes;6;6;37.00.00
1;64;No;7;2;37.00.00
1;97;Yes;4;5;73.00.00
9;88;Yes;9;9;87.00.00
8;47;No;6;7;45.00.00
3;56;No;4;5;32.00.00
6;48;Yes;6;6;35.00.00
3;71;No;4;5;52.00.00
4;45;No;6;6;27.00.00
1;88;Yes;7;4;65.00.00
5;79;No;9;8;64.00.00
1;60;No;4;2;30.00.00
1;46;No;8;5;22.00
7;46;No;7;8;35.00.00
6;86;No;9;0;72.00.00
2;78;Yes;6;4;55.00.00
2;93;No;4;3;71.00.00
7;66;Yes;9;8;60.00.00
1;47;Yes;5;0;19.00
2;48;No;7;3;25.00.00
8;67;No;4;0;55.00.00
6;54;No;7;2;41.00.00
2;41;No;4;3;17.00
7;46;No;5;0;36.00.00
4;86;No;8;4;71.00.00
2;57;No;5;5;35.00.00
6;61;No;6;0;48.00.00
9;89;No;7;9;82.00.00
9;49;No;8;9;48.00.00
8;93;No;7;3;86.00.00
3;89;No;9;3;69.00.00
3;72;Yes;4;0;50.00.00
2;46;No;6;1;22.00
5;42;Yes;6;9;25.00.00
4;53;Yes;7;4;33.00.00
7;83;No;6;1;71.00.00
4;85;Yes;7;2;70.00.00
9;75;No;4;8;71.00.00
2;52;No;4;4;28.00.00
6;55;Yes;7;0;44.00.00
7;55;No;5;4;46.00.00
4;93;Yes;5;2;76.00.00
6;44;Yes;4;0;29.00.00
7;91;No;8;2;84.00.00
4;64;Yes;5;5;47.00.00
8;77;Yes;7;9;70.00.00
9;77;No;4;4;73.00.00
1;89;Yes;6;0;63.00.00
7;77;No;6;1;68.00.00
9;78;No;5;4;74.00.00
5;95;No;8;8;82.00.00
2;95;No;9;4;77.00.00
6;87;Yes;5;4;77.00.00
7;80;No;8;0;71.00.00
2;65;Yes;5;4;39.00.00
2;98;Yes;6;7;77.00.00
1;52;No;8;8;25.00.00
4;83;No;6;9;63.00.00
7;90;No;7;2;80.00.00
9;65;Yes;7;3;62.00.00
3;94;No;4;6;75.00.00
7;94;Yes;6;6;88.00.00
7;40;No;6;0;31.00.00
7;47;No;4;5;36.00.00
2;43;Yes;7;8;21.00
6;60;Yes;7;4;50.00.00
2;61;No;8;7;40.00.00
6;90;No;8;9;81.00.00
3;92;No;9;8;75.00.00
2;97;Yes;7;9;76.00.00
6;76;No;9;9;66.00.00
2;88;No;5;2;59.00.00
5;42;Yes;6;0;26.00.00
2;58;No;8;1;33.00.00
3;40;Yes;5;4;19.00
3;68;Yes;8;9;49.00.00
6;62;No;4;6;50.00.00
6;72;No;6;5;56.00.00
3;94;Yes;9;3;74.00.00
3;91;Yes;9;8;72.00.00
1;80;No;8;3;53.00.00
7;62;Yes;7;2;60.00.00
8;44;Yes;9;4;35.00.00
2;46;No;4;3;22.00
4;96;Yes;4;1;80.00.00
7;97;Yes;7;2;88.00.00
8;45;Yes;4;6;39.00.00
1;88;Yes;6;1;63.00.00
4;61;Yes;8;0;44.00.00
6;88;Yes;4;1;72.00.00
3;52;No;6;7;33.00.00
5;51;No;7;7;39.00.00
9;43;No;8;9;45.00.00
3;47;No;7;1;23.00
5;76;Yes;8;5;63.00.00
8;70;No;4;6;63.00.00
6;76;Yes;4;0;63.00.00
4;84;No;8;6;64.00.00
8;65;Yes;6;7;62.00.00
3;82;No;6;8;64.00.00
3;47;Yes;6;7;28.00.00
4;79;No;5;2;60.00.00
9;72;No;9;7;70.00.00
5;84;No;9;2;70.00.00
8;68;No;9;5;60.00.00
6;44;No;6;3;33.00.00
3;67;Yes;4;6;46.00.00
8;92;No;5;7;88.00.00
9;79;Yes;6;9;78.00.00
8;56;No;4;5;47.00.00
4;94;No;5;9;75.00.00
6;62;No;4;3;51.00.00
1;84;Yes;8;7;61.00.00
4;48;No;4;6;29.00.00
8;41;No;5;9;36.00.00
1;71;Yes;6;7;44.00.00
3;90;Yes;9;9;75.00.00
1;91;Yes;5;6;63.00.00
9;88;Yes;6;2;85.00.00
2;70;No;6;2;46.00.00
9;46;Yes;7;8;44.00.00
4;69;Yes;8;6;55.00.00
2;97;No;7;0;76.00.00
4;42;Yes;9;2;25.00.00
6;90;Yes;5;0;74.00.00
7;90;Yes;7;5;79.00.00
3;95;No;9;1;75.00.00
3;48;Yes;6;6;28.00.00
8;49;Yes;5;7;44.00.00
5;85;Yes;7;5;72.00.00
4;89;No;4;4;72.00.00
7;97;No;9;9;94.00.00
7;86;Yes;9;3;79.00.00
9;65;No;8;8;64.00.00
9;40;Yes;4;7;35.00.00
5;69;No;5;4;54.00.00
8;96;No;7;0;90.00.00
1;77;Yes;6;7;52.00.00
9;54;Yes;7;7;50.00.00
8;64;Yes;5;6;58.00.00
6;45;No;5;6;33.00.00
3;57;Yes;5;7;38.00.00
3;40;No;5;0;17.00
8;95;No;9;2;90.00.00
5;42;Yes;7;3;32.00.00
7;56;No;4;5;46.00.00
5;87;No;6;9;76.00.00
8;47;Yes;6;9;45.00.00
4;99;No;8;8;81.00.00
2;88;No;9;3;66.00.00
3;79;Yes;5;5;59.00.00
8;56;Yes;5;8;54.00.00
7;64;Yes;5;8;59.00.00
2;80;No;9;5;55.00.00
6;51;No;4;4;36.00.00
9;68;No;5;2;66.00.00
4;64;Yes;8;4;47.00.00
9;90;No;8;2;89.00.00
2;75;No;4;4;50.00.00
2;92;No;9;9;69.00.00
9;93;Yes;5;9;94.00.00
7;64;Yes;7;0;54.00.00
7;68;Yes;7;5;60.00.00
1;50;No;6;6;22.00
6;99;No;4;1;84.00.00
7;43;Yes;7;2;34.00.00
6;53;Yes;6;9;40.00.00
6;85;No;8;8;78.00.00
2;77;Yes;6;7;56.00.00
6;56;No;5;3;45.00.00
4;41;Yes;5;7;23.00
9;47;Yes;8;7;45.00.00
1;75;Yes;4;5;50.00.00
8;49;No;9;0;37.00.00
5;46;Yes;5;1;29.00.00
1;75;No;5;3;44.00.00
4;55;Yes;6;3;38.00.00
1;53;Yes;6;1;24.00.00
6;55;No;6;8;43.00.00
2;64;No;7;1;39.00.00
5;80;Yes;8;5;70.00.00
7;43;No;4;4;37.00.00
2;68;Yes;6;3;47.00.00
6;95;No;4;5;85.00.00
6;45;No;6;3;32.00.00
5;40;Yes;5;8;24.00.00
5;78;Yes;4;9;60.00.00
3;40;No;7;6;20.00
2;90;No;6;2;66.00.00
7;79;Yes;9;9;74.00.00
1;96;No;8;3;70.00.00
6;42;No;5;0;25.00.00
6;40;No;6;5;25.00.00
3;40;No;4;1;20.00
2;78;Yes;6;3;59.00.00
2;60;Yes;5;4;33.00.00
9;84;No;8;7;81.00.00
5;69;No;8;2;51.00.00
7;71;Yes;8;5;64.00.00
5;72;No;9;0;58.00.00
7;87;No;5;8;78.00.00
4;61;No;9;0;43.00.00
8;69;No;9;1;64.00.00
7;93;No;6;0;85.00.00
5;85;Yes;5;7;73.00.00
6;43;No;5;3;32.00.00
5;62;No;6;1;46.00.00
7;94;No;7;6;85.00.00
2;83;Yes;9;7;64.00.00
5;64;No;8;8;50.00.00
3;51;No;4;4;29.00.00
9;56;Yes;9;2;53.00.00
6;92;Yes;4;0;83.00.00
3;54;Yes;6;7;36.00.00
7;49;Yes;4;5;37.00.00
4;74;No;7;4;57.00.00
3;94;No;5;6;75.00.00
8;91;No;8;4;84.00.00
4;91;Yes;4;3;74.00.00
1;68;No;4;4;40.00.00
6;51;Yes;6;6;37.00.00
1;40;Yes;6;5;11.00
5;40;No;5;9;28.00.00
7;49;Yes;8;9;40.00.00
6;57;Yes;4;8;47.00.00
2;86;No;5;9;65.00.00
4;41;No;8;1;22.00
2;88;Yes;5;6;66.00.00
1;47;No;4;0;19.00
3;61;No;6;7;43.00.00
3;61;Yes;6;3;41.00.00
7;65;Yes;6;7;56.00.00
1;65;No;7;7;42.00.00
9;48;No;5;3;45.00.00
6;60;Yes;4;3;46.00.00
4;70;No;5;4;51.00.00
3;91;Yes;6;6;74.00.00
3;82;Yes;9;5;67.00.00
2;45;No;9;0;21.00
2;95;No;5;5;73.00.00
5;53;No;8;2;39.00.00
9;72;No;9;8;69.00.00
2;46;No;9;2;24.00.00
2;63;Yes;5;8;36.00.00
6;48;No;7;4;38.00.00
2;50;Yes;7;9;29.00.00
4;95;No;6;7;72.00.00
6;62;Yes;4;8;48.00.00
5;87;No;8;8;71.00.00
1;90;No;4;6;61.00.00
6;41;Yes;4;9;29.00.00
1;54;No;8;0;31.00.00
3;74;No;7;7;56.00.00
5;75;Yes;9;6;62.00.00
5;91;Yes;6;3;78.00.00
6;93;Yes;5;5;83.00.00
8;67;No;7;9;65.00.00
5;78;Yes;6;1;65.00.00
1;83;Yes;9;3;59.00.00
5;43;No;7;7;26.00.00
3;49;No;8;3;32.00.00
4;45;No;4;9;27.00.00
8;96;No;8;3;89.00.00
7;69;No;9;3;57.00.00
5;93;No;5;9;77.00.00
2;85;Yes;8;8;65.00.00
6;74;Yes;9;1;63.00.00
6;88;No;4;6;78.00.00
6;82;Yes;7;2;74.00.00
9;49;Yes;6;3;41.00.00
8;97;Yes;9;0;90.00.00
8;92;Yes;9;2;88.00.00
1;71;No;5;1;47.00.00
5;81;No;7;9;66.00.00
7;81;Yes;9;6;75.00.00
6;42;No;9;5;29.00.00
5;95;Yes;6;0;80.00.00
8;65;Yes;4;7;59.00.00
3;54;No;8;8;34.00.00
6;56;Yes;7;0;47.00.00
5;66;No;6;4;53.00.00
8;57;No;6;6;50.00.00
4;90;No;8;1;72.00.00
8;58;No;7;5;54.00.00
2;51;No;7;7;28.00.00
9;63;No;4;7;59.00.00
9;44;No;7;9;40.00.00
6;63;No;9;9;55.00.00
4;66;No;8;7;49.00.00
4;87;Yes;7;5;70.00.00
6;69;No;4;5;57.00.00
5;54;Yes;6;2;39.00.00
6;86;No;9;1;75.00.00
7;98;Yes;7;4;87.00.00
7;77;No;8;8;70.00.00
9;83;No;7;3;76.00.00
8;73;No;5;4;68.00.00
6;66;Yes;4;5;53.00.00
6;59;Yes;6;5;48.00.00
5;80;No;5;3;63.00.00
1;71;Yes;8;3;47.00.00
9;43;No;7;7;38.00.00
9;44;Yes;4;4;43.00.00
9;92;Yes;9;4;90.00.00
8;97;Yes;7;8;95.00.00
3;47;No;7;3;24.00.00
1;61;Yes;7;6;35.00.00
8;81;Yes;9;4;75.00.00
7;46;No;7;8;37.00.00
5;61;No;4;7;46.00.00
7;85;Yes;9;7;80.00.00
4;69;Yes;9;9;55.00.00
9;76;No;5;9;71.00.00
2;55;No;8;2;32.00.00
9;54;No;9;8;51.00.00
9;44;No;5;7;43.00.00
5;42;No;4;2;23.00
1;62;Yes;8;9;37.00.00
7;49;No;9;0;40.00.00
4;44;No;6;4;24.00.00
9;62;Yes;5;3;60.00.00
6;54;No;4;7;44.00.00
3;57;No;4;5;34.00.00
6;64;No;4;9;51.00.00
6;47;Yes;8;4;39.00.00
5;70;No;7;8;57.00.00
2;60;No;6;5;36.00.00
2;41;No;8;2;16.00
7;61;No;8;5;52.00.00
2;47;Yes;9;3;25.00.00
6;62;Yes;5;4;51.00.00
5;71;No;6;5;56.00.00
4;47;No;4;8;27.00.00
7;43;No;8;2;33.00.00
8;69;No;6;0;60.00.00
4;58;No;5;1;39.00.00
1;62;No;7;7;41.00.00
1;57;No;6;3;35.00.00
1;92;Yes;4;6;67.00.00
1;68;No;8;1;39.00.00
5;62;Yes;7;9;51.00.00
4;72;Yes;5;7;56.00.00
9;91;No;4;9;93.00.00
3;86;Yes;7;8;68.00.00
7;57;Yes;9;6;49.00.00
8;93;Yes;9;9;88.00.00
6;83;No;5;0;72.00.00
1;72;Yes;4;1;44.00.00
8;46;Yes;8;8;41.00.00
3;90;No;5;9;69.00.00
8;67;No;7;6;66.00.00
4;40;Yes;4;2;20.00
8;95;No;9;4;92.00.00
1;78;No;9;0;53.00.00
3;73;Yes;6;9;50.00.00
6;78;Yes;4;2;70.00.00
9;58;Yes;7;3;51.00.00
2;70;No;7;3;45.00.00
1;52;Yes;6;6;25.00.00
3;96;Yes;7;4;75.00.00
4;63;No;4;8;45.00.00
5;44;No;9;6;29.00.00
3;62;No;5;1;43.00.00
2;58;No;9;7;38.00.00
2;40;Yes;9;1;16.00
7;72;Yes;4;6;61.00.00
9;98;Yes;7;4;95.00.00
2;89;No;6;9;65.00.00
7;95;Yes;6;5;85.00.00
7;72;No;8;3;66.00.00
7;71;No;6;4;61.00.00
3;98;No;6;4;79.00.00
7;67;Yes;7;6;59.00.00
1;76;No;5;3;52.00.00
1;80;Yes;5;4;56.00.00
5;51;Yes;7;3;37.00.00
2;48;Yes;6;3;29.00.00
9;89;No;4;7;84.00.00
7;94;Yes;9;4;87.00.00
4;50;Yes;9;8;36.00.00
4;72;No;5;4;56.00.00
2;58;Yes;7;7;34.00.00
5;93;No;4;2;77.00.00
4;96;Yes;6;6;80.00.00
1;81;No;7;0;59.00.00
8;73;No;5;4;68.00.00
3;46;No;4;1;26.00.00
6;70;No;4;7;57.00.00
4;91;No;5;5;72.00.00
9;41;Yes;4;4;36.00.00
7;58;Yes;9;2;51.00.00
9;77;Yes;5;0;76.00.00
3;71;Yes;9;9;51.00.00
1;49;No;7;9;28.00.00
5;80;No;8;9;69.00.00
3;47;Yes;6;9;30.00.00
6;65;No;7;7;56.00.00
8;69;Yes;9;4;64.00.00
4;50;No;6;8;33.00.00
5;80;No;6;6;67.00.00
5;59;Yes;9;0;45.00.00
4;99;Yes;9;0;84.00.00
4;59;No;5;6;40.00.00
4;48;Yes;8;6;33.00.00
4;47;Yes;9;8;31.00.00
4;99;Yes;6;1;81.00.00
5;54;Yes;6;6;38.00.00
2;73;No;7;1;48.00.00
2;63;No;8;9;39.00.00
9;72;No;8;9;71.00.00
2;80;No;6;1;55.00.00
6;80;Yes;8;4;70.00.00
2;84;Yes;7;8;65.00.00
5;79;Yes;5;8;65.00.00
4;66;No;6;9;49.00.00
7;60;No;4;0;49.00.00
7;44;No;6;6;35.00.00
6;74;No;6;9;62.00.00
5;60;Yes;5;9;48.00.00
1;43;Yes;9;2;18.00
3;88;Yes;9;9;70.00.00
9;87;No;4;9;83.00.00
1;55;No;4;0;29.00.00
5;96;No;4;1;79.00.00
2;70;No;9;5;49.00.00
4;65;No;5;9;49.00.00
1;91;No;8;1;63.00.00
3;74;Yes;4;1;50.00.00
7;45;No;8;3;36.00.00
3;72;No;7;2;53.00.00
4;60;No;5;7;39.00.00
2;55;Yes;8;7;32.00.00
3;86;Yes;9;5;69.00.00
9;78;No;9;3;74.00.00
3;73;Yes;4;6;55.00.00
5;81;Yes;4;8;72.00.00
2;96;Yes;8;1;72.00.00
4;99;No;9;5;86.00.00
7;54;Yes;8;6;47.00.00
7;45;Yes;7;0;34.00.00
3;41;Yes;5;5;24.00.00
5;63;No;9;7;51.00.00
1;95;Yes;6;6;73.00.00
1;88;No;9;1;68.00.00
5;67;Yes;7;1;52.00.00
9;40;No;9;3;38.00.00
1;40;No;7;4;11.00
1;67;No;9;4;41.00.00
4;75;No;7;1;57.00.00
4;59;No;4;6;41.00.00
2;87;Yes;8;7;62.00.00
9;47;Yes;9;1;48.00.00
9;40;Yes;5;3;37.00.00
2;65;No;4;2;41.00.00
9;90;No;7;3;91.00.00
6;82;No;5;4;73.00.00
8;88;Yes;4;5;82.00.00
4;64;No;6;1;44.00.00
2;49;No;9;9;29.00.00
2;51;No;9;5;32.00.00
9;80;No;7;8;78.00.00
1;46;Yes;4;7;21.00
7;51;No;4;0;43.00.00
3;86;No;7;8;69.00.00
3;79;No;6;9;56.00.00
2;56;No;9;1;31.00.00
6;44;Yes;8;0;36.00.00
2;53;No;6;5;30.00.00
4;73;Yes;7;0;56.00.00
9;87;Yes;8;5;87.00.00
9;56;No;4;1;54.00.00
6;74;No;6;6;61.00.00
4;94;Yes;6;6;77.00.00
7;40;No;9;3;30.00.00
1;98;No;9;1;69.00.00
4;89;Yes;8;6;74.00.00
5;89;Yes;4;0;72.00.00
8;75;Yes;6;1;71.00.00
2;54;Yes;8;1;30.00.00
5;99;Yes;6;0;82.00.00
6;58;Yes;9;8;51.00.00
5;90;No;4;5;76.00.00
9;81;No;4;2;76.00.00
1;44;No;5;5;17.00
3;58;No;8;6;40.00.00
2;82;No;9;2;63.00.00
3;78;No;9;3;60.00.00
9;44;No;9;9;44.00.00
9;91;No;7;0;87.00.00
2;51;No;6;5;27.00.00
3;58;Yes;4;5;30.00.00
4;86;Yes;6;8;68.00.00
9;51;No;6;1;44.00.00
3;75;No;7;4;53.00.00
7;51;Yes;4;4;40.00.00
3;57;Yes;5;6;36.00.00
7;88;Yes;9;4;79.00.00
7;90;No;8;9;86.00.00
9;87;Yes;6;3;85.00.00
2;82;Yes;7;9;61.00.00
6;73;Yes;7;1;63.00.00
9;87;No;8;7;82.00.00
2;72;Yes;8;4;47.00.00
2;88;No;4;3;66.00.00
5;57;Yes;6;8;48.00.00
8;96;Yes;6;1;90.00.00
9;68;No;8;2;70.00.00
2;84;Yes;9;7;64.00.00
5;44;Yes;5;3;27.00.00
7;64;Yes;6;8;58.00.00
6;63;No;7;9;48.00.00
6;68;No;9;9;57.00.00
7;98;No;8;9;90.00.00
3;77;Yes;6;9;56.00.00
3;72;No;4;8;50.00.00
9;49;Yes;8;9;48.00.00
8;76;Yes;7;8;74.00.00
5;99;Yes;4;0;86.00.00
6;72;Yes;8;5;59.00.00
1;62;Yes;8;9;43.00.00
1;97;Yes;6;5;75.00.00
4;50;Yes;4;7;32.00.00
2;63;Yes;8;6;44.00.00
7;63;No;9;6;54.00.00
2;46;No;7;1;24.00.00
2;89;Yes;4;3;61.00.00
5;60;No;9;0;45.00.00
4;59;No;6;6;44.00.00
8;92;No;5;3;84.00.00
4;49;Yes;8;8;32.00.00
6;64;No;5;5;50.00.00
5;86;Yes;8;5;73.00.00
2;75;No;9;8;52.00.00
8;87;No;6;7;85.00.00
2;86;No;6;5;61.00.00
9;54;Yes;6;5;52.00.00
9;83;Yes;6;5;82.00.00
3;79;Yes;4;3;57.00.00
4;79;Yes;4;4;58.00.00
8;89;Yes;8;2;83.00.00
9;45;Yes;4;8;41.00.00
3;76;Yes;8;1;58.00.00
5;41;Yes;4;6;25.00.00
8;51;Yes;4;0;43.00.00
3;97;No;4;9;74.00.00
7;43;No;7;6;34.00.00
8;62;Yes;6;1;58.00.00
3;52;No;7;4;34.00.00
2;56;No;4;0;30.00.00
7;70;Yes;4;4;62.00.00
9;55;Yes;7;3;52.00.00
1;80;No;9;0;56.00.00
3;65;Yes;8;0;45.00.00
5;67;No;6;6;51.00.00
3;40;Yes;8;2;18.00
1;86;No;9;9;64.00.00
7;51;Yes;6;8;38.00.00
7;76;No;5;8;69.00.00
8;94;No;6;9;89.00.00
5;95;No;8;8;81.00.00
5;89;No;6;0;76.00.00
5;59;Yes;5;3;38.00.00
1;41;No;5;0;14.00
5;75;Yes;4;0;62.00.00
6;54;No;5;8;39.00.00
1;77;Yes;7;4;51.00.00
7;61;No;8;0;53.00.00
1;83;Yes;7;2;54.00.00
2;89;No;9;6;68.00.00
2;71;No;7;1;53.00.00
5;98;Yes;8;3;86.00.00
7;59;No;9;1;51.00.00
1;75;No;7;8;48.00.00
1;72;No;7;8;50.00.00
1;54;No;9;6;24.00.00
6;89;Yes;7;6;79.00.00
2;85;No;5;1;63.00.00
1;42;Yes;8;9;13.00
6;68;Yes;8;7;54.00.00
2;86;Yes;8;0;61.00.00
6;66;Yes;7;7;58.00.00
8;44;No;5;4;35.00.00
2;98;No;8;3;78.00.00
9;95;Yes;6;9;95.00.00
8;70;No;8;1;61.00.00
1;61;No;4;2;32.00.00
7;74;Yes;6;9;66.00.00
6;93;Yes;8;1;83.00.00
6;46;Yes;7;3;35.00.00
6;45;No;8;2;33.00.00
6;65;Yes;5;4;55.00.00
7;93;Yes;5;6;87.00.00
3;40;No;8;8;18.00
6;58;No;7;4;45.00.00
3;46;No;7;7;26.00.00
7;75;No;7;1;66.00.00
7;51;No;8;5;44.00.00
8;59;No;8;7;55.00.00
2;62;No;4;8;40.00.00
9;64;No;5;3;61.00.00
5;69;Yes;6;3;54.00.00
9;98;No;6;6;95.00.00
5;68;Yes;5;3;56.00.00
7;70;No;9;4;61.00.00
9;57;No;4;1;53.00.00
4;80;Yes;5;1;60.00.00
2;58;No;4;9;35.00.00
9;93;Yes;9;4;93.00.00
2;43;No;4;9;20.00
3;40;Yes;7;9;24.00.00
2;80;Yes;5;1;54.00.00
3;98;No;6;5;78.00.00
6;54;Yes;8;5;45.00.00
3;93;Yes;9;7;77.00.00
8;47;No;9;0;40.00.00
6;54;No;8;6;44.00.00
7;54;Yes;5;6;45.00.00
1;89;No;8;8;66.00.00
3;78;Yes;4;3;57.00.00
3;61;Yes;8;6;42.00.00
2;57;Yes;4;5;34.00.00
7;55;No;4;3;43.00.00
9;41;No;6;9;37.00.00
